"year","source","flow","destination","weight","value"
2010,"El Salvador","import","Israel",,29465
2010,"El Salvador","import","Italy",,243125
2010,"El Salvador","import","Mexico",,123729
2010,"El Salvador","import","Panama",,9007
2010,"El Salvador","import","Spain",,283832
2010,"El Salvador","import","USA",,1469068
2010,"El Salvador","import","Venezuela",,439
2010,"Ethiopia","import","World",,5155705
2010,"Ethiopia","import","China",,4563875
2010,"Ethiopia","import","Czech Rep.",,121755
2010,"Ethiopia","import","Germany",,267981
2010,"Ethiopia","import","Italy",,3686
2010,"Ethiopia","import","Japan",,2019
2010,"Ethiopia","import","India",,68226
2010,"Ethiopia","import","United Arab Emirates",,51
2010,"Ethiopia","import","United Kingdom",,2768
2010,"Ethiopia","import","USA",,125343
2010,"Estonia","import","World",,48879570
2010,"Estonia","import","Austria",,106292
2010,"Estonia","import","Belgium",,123724
2010,"Estonia","import","Brazil",,8330318
2010,"Estonia","import","China",,75065
2010,"Estonia","import","Czech Rep.",,188558
2010,"Estonia","import","Denmark",,4389
2010,"Estonia","import","Finland",,71285
2010,"Estonia","import","France",,6874
2010,"Estonia","import","Germany",,326553
2010,"Estonia","import","Greece",,487
2010,"Estonia","import","China, Hong Kong SAR",,7725
2010,"Estonia","import","Hungary",,522
2010,"Estonia","import","Israel",,7597
2010,"Estonia","import","Italy",,307903
2010,"Estonia","import","Japan",,758
2010,"Estonia","import","Rep. of Korea",,1408
2010,"Estonia","import","Latvia",,15213
2010,"Estonia","import","Lithuania",,6077
2010,"Estonia","import","Other Asia, nes",,11086
2010,"Estonia","import","Norway",,581380
2010,"Estonia","import","Poland",,1972
2010,"Estonia","import","Russian Federation",,629943
2010,"Estonia","import","Viet Nam",,183
2010,"Estonia","import","Spain",,510319
2010,"Estonia","import","Sweden",,37156257
2010,"Estonia","import","Switzerland",,57414
2010,"Estonia","import","Turkey",,78251
2010,"Estonia","import","United Kingdom",,76762
2010,"Estonia","import","USA",,195257
2010,"Fiji","import","World",,1542884
2010,"Fiji","import","Australia",,13523
2010,"Fiji","import","China, Hong Kong SAR",,931
2010,"Fiji","import","Rep. of Korea",,1497152
2010,"Fiji","import","New Zealand",,30221
2010,"Fiji","import","India",,1057
2010,"Finland","import","World",,75781222
2010,"Finland","import","Australia",,22842
2010,"Finland","import","Austria",,413021
2010,"Finland","import","Belgium",,611422
2010,"Finland","import","Bosnia Herzegovina",,388
2010,"Finland","import","Brazil",,447820
2010,"Finland","import","Bulgaria",,20076
2010,"Finland","import","Canada",,182949
2010,"Finland","import","China",,848491
2010,"Finland","import","Colombia",,2404
2010,"Finland","import","Czech Rep.",,1385882
2010,"Finland","import","Denmark",,9275
2010,"Finland","import","Estonia",,150226
2010,"Finland","import","France",,285474
2010,"Finland","import","Germany",,5041377
2010,"Finland","import","China, Hong Kong SAR",,286636
2010,"Finland","import","Hungary",,6785
2010,"Finland","import","Israel",,43618
2010,"Finland","import","Italy",,4208369
2010,"Finland","import","Japan",,315423
2010,"Finland","import","Rep. of Korea",,199683
2010,"Finland","import","Latvia",,14792
2010,"Finland","import","China, Macao SAR",,250
2010,"Finland","import","Other Asia, nes",,664412
2010,"Finland","import","Mongolia",,461
2010,"Finland","import","Netherlands",,1158
2010,"Finland","import","New Zealand",,12254
2010,"Finland","import","Norway",,143085
2010,"Finland","import","Russian Federation",,171030
2010,"Finland","import","India",,461069
2010,"Finland","import","Slovakia",,2213
2010,"Finland","import","Viet Nam",,32
2010,"Finland","import","South Africa",,2392
2010,"Finland","import","Spain",,1998404
2010,"Finland","import","Sweden",,12284870
2010,"Finland","import","Switzerland",,73217
2010,"Finland","import","Thailand",,25
2010,"Finland","import","United Arab Emirates",,792
2010,"Finland","import","Turkey",,464806
2010,"Finland","import","Ukraine",,1006
2010,"Finland","import","United Kingdom",,412122
2010,"Finland","import","USA",,4042837
2010,"Finland","import","Areas, nes",,40547833
2010,"France","import","World",,198981856
2010,"France","import","Algeria",,3976
2010,"France","import","Andorra",,9278
2010,"France","import","Australia",,462591
2010,"France","import","Austria",,1357288
2010,"France","import","Belgium",,26175510
2010,"France","import","Bosnia Herzegovina",,51694
2010,"France","import","Brazil",,519587
2010,"France","import","Belize",,1325
2010,"France","import","Cambodia",,15906
2010,"France","import","Canada",,3149332
2010,"France","import","China",,8553300
2010,"France","import","Cyprus",,417525
2010,"France","import","Czech Rep.",,2954487
2010,"France","import","Denmark",,2831218
2010,"France","import","El Salvador",,2651
2010,"France","import","Estonia",,1325
2010,"France","import","Finland",,1264505
2010,"France","import","France",,110015
2010,"France","import","Germany",,38257228
2010,"France","import","Greece",,2274518
2010,"France","import","China, Hong Kong SAR",,405596
2010,"France","import","Hungary",,10604
2010,"France","import","Indonesia",,2651
2010,"France","import","Ireland",,13255
2010,"France","import","Israel",,139175
2010,"France","import","Italy",,43284760
2010,"France","import","Japan",,5516633
2010,"France","import","Rep. of Korea",,1143886
2010,"France","import","Latvia",,41090
2010,"France","import","Lithuania",,29160
2010,"France","import","Luxembourg",,53019
2010,"France","import","Other Asia, nes",,4379374
2010,"France","import","Morocco",,14580
2010,"France","import","Oman",,10604
2010,"France","import","Namibia",,1325
2010,"France","import","Netherlands",,603092
2010,"France","import","Norway",,9278
2010,"France","import","Pakistan",,255817
2010,"France","import","Philippines",,111340
2010,"France","import","Poland",,21208
2010,"France","import","Portugal",,1565388
2010,"France","import","Romania",,448011
2010,"France","import","Russian Federation",,5067297
2010,"France","import","San Marino",,3976
2010,"France","import","Serbia",,364506
2010,"France","import","India",,152430
2010,"France","import","Viet Nam",,13255
2010,"France","import","Slovenia",,60972
2010,"France","import","South Africa",,1355962
2010,"France","import","Spain",,9397628
2010,"France","import","Sweden",,2986299
2010,"France","import","Switzerland",,996758
2010,"France","import","Tunisia",,3976
2010,"France","import","Turkey",,6965379
2010,"France","import","Ukraine",,7953
2010,"France","import","United Kingdom",,3713985
2010,"France","import","USA",,21349450
2010,"France","import","Areas, nes",,68925
2010,"French Polynesia","import","World",,397022
2010,"French Polynesia","import","Belgium",,8953
2010,"French Polynesia","import","China",,6742
2010,"French Polynesia","import","Czech Rep.",,395
2010,"French Polynesia","import","Finland",,2013
2010,"French Polynesia","import","France",,95708
2010,"French Polynesia","import","Germany",,42069
2010,"French Polynesia","import","Hungary",,629
2010,"French Polynesia","import","Italy",,6038
2010,"French Polynesia","import","Japan",,5751
2010,"French Polynesia","import","Mexico",,42
2010,"French Polynesia","import","Other Asia, nes",,4516
2010,"French Polynesia","import","New Caledonia",,871
2010,"French Polynesia","import","New Zealand",,115262
2010,"French Polynesia","import","Russian Federation",,464
2010,"French Polynesia","import","Spain",,16584
2010,"French Polynesia","import","Thailand",,254
2010,"French Polynesia","import","Turkey",,984
2010,"French Polynesia","import","United Kingdom",,1573
2010,"French Polynesia","import","USA",,88174
2010,"Georgia","import","World",,3395
2010,"Georgia","import","China",,665
2010,"Georgia","import","Czech Rep.",,23
2010,"Georgia","import","Germany",,1556
2010,"Georgia","import","Greece",,50
2010,"Georgia","import","Turkey",,4
2010,"Georgia","import","USA",,1098
2010,"Gambia","import","World",,10470
2010,"Gambia","import","Belgium",,15
2010,"Gambia","import","China",,3144
2010,"Gambia","import","United Arab Emirates",,5445
2010,"Gambia","import","United Kingdom",,1866
2010,"Germany","import","World",,179579548
2010,"Germany","import","Argentina",,7949
2010,"Germany","import","Australia",,614735
2010,"Germany","import","Austria",,5200078
2010,"Germany","import","Belgium",,3953384
2010,"Germany","import","Bosnia Herzegovina",,2258887
2010,"Germany","import","Botswana",,1325
2010,"Germany","import","Brazil",,5836011
2010,"Germany","import","Bulgaria",,3708285
2010,"Germany","import","Canada",,5663779
2010,"Germany","import","China",,7726587
2010,"Germany","import","Czech Rep.",,8771902
2010,"Germany","import","Denmark",,1130106
2010,"Germany","import","El Salvador",,2650
2010,"Germany","import","Finland",,2682843
2010,"Germany","import","France",,2881572
2010,"Germany","import","China, Hong Kong SAR",,920778
2010,"Germany","import","Hungary",,1687872
2010,"Germany","import","Indonesia",,2650
2010,"Germany","import","Ireland",,10599
2010,"Germany","import","Israel",,2166147
2010,"Germany","import","Italy",,20691672
2010,"Germany","import","Japan",,1482519
2010,"Germany","import","Rep. of Korea",,726024
2010,"Germany","import","Lebanon",,72867
2010,"Germany","import","Latvia",,87441
2010,"Germany","import","Luxembourg",,54319
2010,"Germany","import","Mexico",,27822
2010,"Germany","import","Other Asia, nes",,9333643
2010,"Germany","import","Namibia",,13249
2010,"Germany","import","Nepal",,7949
2010,"Germany","import","Netherlands",,3179665
2010,"Germany","import","New Zealand",,9274
2010,"Germany","import","Norway",,113938
2010,"Germany","import","Pakistan",,87441
2010,"Germany","import","Philippines",,68893
2010,"Germany","import","Poland",,396133
2010,"Germany","import","Portugal",,515371
2010,"Germany","import","Romania",,284845
2010,"Germany","import","Russian Federation",,8154517
2010,"Germany","import","San Marino",,15898
2010,"Germany","import","Serbia",,2715964
2010,"Germany","import","India",,2901445
2010,"Germany","import","Viet Nam",,1325
2010,"Germany","import","Slovenia",,586913
2010,"Germany","import","South Africa",,165608
2010,"Germany","import","Spain",,3614220
2010,"Germany","import","Sweden",,9953677
2010,"Germany","import","Switzerland",,19908679
2010,"Germany","import","Thailand",,17223
2010,"Germany","import","United Arab Emirates",,78167
2010,"Germany","import","Turkey",,2156873
2010,"Germany","import","Ukraine",,902230
2010,"Germany","import","United Kingdom",,4341568
2010,"Germany","import","USA",,31684040
2010,"Ghana","import","World",,4716537
2010,"Ghana","import","Belgium",,7155
2010,"Ghana","import","Canada",,159
2010,"Ghana","import","China",,3383541
2010,"Ghana","import","Cyprus",,179297
2010,"Ghana","import","France",,23
2010,"Ghana","import","Germany",,69567
2010,"Ghana","import","Luxembourg",,4093
2010,"Ghana","import","Panama",,309
2010,"Ghana","import","India",,27
2010,"Ghana","import","South Africa",,4995
2010,"Ghana","import","Spain",,757567
2010,"Ghana","import","United Arab Emirates",,255
2010,"Ghana","import","United Kingdom",,92273
2010,"Ghana","import","USA",,217275
2010,"Kiribati","import","World",,1476
2010,"Kiribati","import","Japan",,1476
2010,"Greece","import","World",,19905750
2010,"Greece","import","Austria",,193272
2010,"Greece","import","Belgium",,736148
2010,"Greece","import","Brazil",,107877
2010,"Greece","import","Bulgaria",,8341
2010,"Greece","import","Canada",,1062
2010,"Greece","import","China",,192216
2010,"Greece","import","Cyprus",,132605
2010,"Greece","import","Czech Rep.",,55441
2010,"Greece","import","Denmark",,235661
2010,"Greece","import","Finland",,851
2010,"Greece","import","France",,368334
2010,"Greece","import","Germany",,2226329
2010,"Greece","import","China, Hong Kong SAR",,8975
2010,"Greece","import","Hungary",,1482
2010,"Greece","import","Israel",,2548
2010,"Greece","import","Italy",,9150160
2010,"Greece","import","Japan",,175378
2010,"Greece","import","Rep. of Korea",,29543
2010,"Greece","import","Latvia",,23320
2010,"Greece","import","Other Asia, nes",,59293
2010,"Greece","import","Netherlands",,8194
2010,"Greece","import","Portugal",,325247
2010,"Greece","import","Russian Federation",,480113
2010,"Greece","import","Slovenia",,169726
2010,"Greece","import","South Africa",,1823
2010,"Greece","import","Spain",,1065659
2010,"Greece","import","Sweden",,60517
2010,"Greece","import","Switzerland",,117179
2010,"Greece","import","Turkey",,153270
2010,"Greece","import","United Kingdom",,396403
2010,"Greece","import","USA",,3418783
2010,"Greenland","import","World",,1127227
2010,"Greenland","import","Canada",,43985
2010,"Greenland","import","Denmark",,500025
2010,"Greenland","import","Germany",,78
2010,"Greenland","import","Italy",,30985
2010,"Greenland","import","Sweden",,762
2010,"Greenland","import","Turkey",,13642
2010,"Greenland","import","USA",,537069
2010,"Greenland","import","Areas, nes",,682
2010,"Guatemala","import","World",,7021085
2010,"Guatemala","import","Argentina",,258342
2010,"Guatemala","import","Austria",,37653
2010,"Guatemala","import","Brazil",,64184
2010,"Guatemala","import","China",,31805
2010,"Guatemala","import","Costa Rica",,527563
2010,"Guatemala","import","Czech Rep.",,2924
2010,"Guatemala","import","Ecuador",,111
2010,"Guatemala","import","El Salvador",,3
2010,"Guatemala","import","Germany",,596493
2010,"Guatemala","import","China, Hong Kong SAR",,2730
2010,"Guatemala","import","Israel",,788068
2010,"Guatemala","import","Italy",,1469
2010,"Guatemala","import","Rep. of Korea",,594899
2010,"Guatemala","import","Mexico",,832381
2010,"Guatemala","import","Other Asia, nes",,2106
2010,"Guatemala","import","Panama",,168612
2010,"Guatemala","import","Spain",,460175
2010,"Guatemala","import","Turkey",,333133
2010,"Guatemala","import","USA",,2318165
2010,"Guatemala","import","Areas, nes",,269
2010,"Guyana","import","World",,3162942
2010,"Guyana","import","Canada",,27278
2010,"Guyana","import","China",,906
2010,"Guyana","import","United Kingdom",,146060
2010,"Guyana","import","USA",,2988697
2010,"Honduras","import","World",,5712005
2010,"Honduras","import","Argentina",,816
2010,"Honduras","import","Brazil",,220885
2010,"Honduras","import","China",,5338
2010,"Honduras","import","Czech Rep.",,533922
2010,"Honduras","import","El Salvador",,283
2010,"Honduras","import","Germany",,1493
2010,"Honduras","import","Israel",,825000
2010,"Honduras","import","Mexico",,1549711
2010,"Honduras","import","Other Asia, nes",,760
2010,"Honduras","import","Panama",,1740
2010,"Honduras","import","Peru",,29
2010,"Honduras","import","Philippines",,650962
2010,"Honduras","import","India",,1101
2010,"Honduras","import","Spain",,89873
2010,"Honduras","import","Turkey",,1421743
2010,"Honduras","import","USA",,408332
2010,"Honduras","import","Venezuela",,17
2010,"China, Hong Kong SAR","import","World",,1035788
2010,"China, Hong Kong SAR","import","Australia",,40109
2010,"China, Hong Kong SAR","import","Austria",,103451
2010,"China, Hong Kong SAR","import","Canada",,19258
2010,"China, Hong Kong SAR","import","China",,29029
2010,"China, Hong Kong SAR","import","Finland",,6446
2010,"China, Hong Kong SAR","import","Germany",,17877
2010,"China, Hong Kong SAR","import","Italy",,26256
2010,"China, Hong Kong SAR","import","Rep. of Korea",,312702
2010,"China, Hong Kong SAR","import","China, Macao SAR",,15778
2010,"China, Hong Kong SAR","import","Other Asia, nes",,61222
2010,"China, Hong Kong SAR","import","Netherlands",,5648
2010,"China, Hong Kong SAR","import","Sweden",,10900
2010,"China, Hong Kong SAR","import","Thailand",,14117
2010,"China, Hong Kong SAR","import","United Kingdom",,211264
2010,"China, Hong Kong SAR","import","USA",,161729
2010,"Hungary","import","World",,2878000
2010,"Hungary","import","Australia",,4000
2010,"Hungary","import","Austria",,181000
2010,"Hungary","import","China",,22000
2010,"Hungary","import","Cyprus",,68000
2010,"Hungary","import","Czech Rep.",,7000
2010,"Hungary","import","Denmark",,67000
2010,"Hungary","import","France",,463000
2010,"Hungary","import","Germany",,1421000
2010,"Hungary","import","China, Hong Kong SAR",,20000
2010,"Hungary","import","Israel",,19000
2010,"Hungary","import","Italy",,6000
2010,"Hungary","import","Other Asia, nes",,17000
2010,"Hungary","import","Netherlands",,19000
2010,"Hungary","import","New Zealand",,4000
2010,"Hungary","import","Romania",,6000
2010,"Hungary","import","Slovakia",,3000
2010,"Hungary","import","Slovenia",,1000
2010,"Hungary","import","Spain",,209000
2010,"Hungary","import","Switzerland",,5000
2010,"Hungary","import","Turkey",,122000
2010,"Hungary","import","United Kingdom",,6000
2010,"Hungary","import","USA",,208000
2010,"Iceland","import","World",,2367402
2010,"Iceland","import","Austria",,3564
2010,"Iceland","import","Belgium",,45267
2010,"Iceland","import","Brazil",,18909
2010,"Iceland","import","Canada",,268
2010,"Iceland","import","China",,5282
2010,"Iceland","import","Czech Rep.",,58436
2010,"Iceland","import","Denmark",,41307
2010,"Iceland","import","Finland",,139167
2010,"Iceland","import","France",,1340
2010,"Iceland","import","Germany",,106982
2010,"Iceland","import","Greece",,25153
2010,"Iceland","import","Greenland",,2194
2010,"Iceland","import","Hungary",,983
2010,"Iceland","import","Italy",,425365
2010,"Iceland","import","Japan",,18081
2010,"Iceland","import","Other Asia, nes",,387
2010,"Iceland","import","Netherlands",,2677
2010,"Iceland","import","Norway",,360982
2010,"Iceland","import","Portugal",,5461
2010,"Iceland","import","Russian Federation",,24210
2010,"Iceland","import","Viet Nam",,2061
2010,"Iceland","import","Spain",,34994
2010,"Iceland","import","Sweden",,42516
2010,"Iceland","import","Switzerland",,22523
2010,"Iceland","import","Turkey",,72377
2010,"Iceland","import","United Kingdom",,465597
2010,"Iceland","import","USA",,441318
2010,"Indonesia","import","World",,156469830
2010,"Indonesia","import","Australia",,13786
2010,"Indonesia","import","Austria",,329702
2010,"Indonesia","import","Belgium",,1074582
2010,"Indonesia","import","Brazil",,728
2010,"Indonesia","import","Bulgaria",,827655
2010,"Indonesia","import","China",,52897122
2010,"Indonesia","import","Czech Rep.",,82283
2010,"Indonesia","import","France",,61634123
2010,"Indonesia","import","Germany",,405465
2010,"Indonesia","import","China, Hong Kong SAR",,8218
2010,"Indonesia","import","Indonesia",,20776
2010,"Indonesia","import","Italy",,1171872
2010,"Indonesia","import","Japan",,9677
2010,"Indonesia","import","Rep. of Korea",,1471945
2010,"Indonesia","import","Malaysia",,17245
2010,"Indonesia","import","Other Asia, nes",,63433
2010,"Indonesia","import","Philippines",,1677271
2010,"Indonesia","import","Russian Federation",,25895476
2010,"Indonesia","import","Serbia",,282420
2010,"Indonesia","import","India",,757193
2010,"Indonesia","import","Singapore",,3653391
2010,"Indonesia","import","South Africa",,1397043
2010,"Indonesia","import","Spain",,681694
2010,"Indonesia","import","Switzerland",,3013
2010,"Indonesia","import","United Arab Emirates",,140255
2010,"Indonesia","import","United Kingdom",,1138521
2010,"Indonesia","import","USA",,814941
2010,"Ireland","import","World",,8243788
2010,"Ireland","import","Australia",,2174
2010,"Ireland","import","Belgium",,21872
2010,"Ireland","import","Brazil",,1019243
2010,"Ireland","import","Canada",,41480
2010,"Ireland","import","Chad",,493589
2010,"Ireland","import","China",,86728
2010,"Ireland","import","Czech Rep.",,102485
2010,"Ireland","import","Denmark",,1237
2010,"Ireland","import","Finland",,177297
2010,"Ireland","import","France",,23165
2010,"Ireland","import","Germany",,112572
2010,"Ireland","import","China, Hong Kong SAR",,18123
2010,"Ireland","import","Italy",,1080340
2010,"Ireland","import","Japan",,8022
2010,"Ireland","import","Rep. of Korea",,769
2010,"Ireland","import","Other Asia, nes",,87284
2010,"Ireland","import","Netherlands",,400
2010,"Ireland","import","New Zealand",,1838
2010,"Ireland","import","Norway",,5058
2010,"Ireland","import","Pakistan",,76200
2010,"Ireland","import","Russian Federation",,28411
2010,"Ireland","import","Serbia",,240031
2010,"Ireland","import","India",,17578
2010,"Ireland","import","Spain",,128623
2010,"Ireland","import","Switzerland",,25203
2010,"Ireland","import","Turkey",,72511
2010,"Ireland","import","United Kingdom",,1807290
2010,"Ireland","import","USA",,2561596
2010,"Ireland","import","Areas, nes",,2670
2010,"Italy","import","World",,132634548
2010,"Italy","import","Andorra",,4162
2010,"Italy","import","Azerbaijan",,114193
2010,"Italy","import","Australia",,3221
2010,"Italy","import","Austria",,6782739
2010,"Italy","import","Belgium",,8953720
2010,"Italy","import","Brazil",,77939
2010,"Italy","import","Bulgaria",,651467
2010,"Italy","import","Canada",,386980
2010,"Italy","import","China",,1971301
2010,"Italy","import","Croatia",,22784
2010,"Italy","import","Czech Rep.",,2968262
2010,"Italy","import","Denmark",,507214
2010,"Italy","import","Finland",,1886442
2010,"Italy","import","France",,32130193
2010,"Italy","import","Germany",,24927642
2010,"Italy","import","Greece",,12194115
2010,"Italy","import","China, Hong Kong SAR",,3550
2010,"Italy","import","Hungary",,127077
2010,"Italy","import","Iran",,317866
2010,"Italy","import","Israel",,1453008
2010,"Italy","import","Japan",,188703
2010,"Italy","import","Kazakhstan",,15594
2010,"Italy","import","Rep. of Korea",,20574
2010,"Italy","import","Kuwait",,207363
2010,"Italy","import","Lithuania",,2493
2010,"Italy","import","Other Asia, nes",,1326679
2010,"Italy","import","Netherlands",,41526
2010,"Italy","import","New Zealand",,6712
2010,"Italy","import","Norway",,77041
2010,"Italy","import","Pakistan",,79527
2010,"Italy","import","Philippines",,9782
2010,"Italy","import","Poland",,28472
2010,"Italy","import","Portugal",,10870
2010,"Italy","import","Romania",,104302
2010,"Italy","import","Russian Federation",,30130
2010,"Italy","import","Saudi Arabia",,10690
2010,"Italy","import","Serbia",,809701
2010,"Italy","import","India",,937444
2010,"Italy","import","Viet Nam",,1830
2010,"Italy","import","Slovenia",,88636
2010,"Italy","import","South Africa",,60215
2010,"Italy","import","Spain",,8262556
2010,"Italy","import","Sweden",,757363
2010,"Italy","import","Switzerland",,999232
2010,"Italy","import","United Arab Emirates",,226909
2010,"Italy","import","Turkey",,7655290
2010,"Italy","import","United Kingdom",,2462028
2010,"Italy","import","United Rep. of Tanzania",,2027
2010,"Italy","import","USA",,12726988
2010,"Côte d'Ivoire","import","World",,5342943
2010,"Côte d'Ivoire","import","Czech Rep.",,16949
2010,"Côte d'Ivoire","import","France",,5116353
2010,"Côte d'Ivoire","import","Germany",,79925
2010,"Côte d'Ivoire","import","Jordan",,1999
2010,"Côte d'Ivoire","import","Togo",,109132
2010,"Côte d'Ivoire","import","United Arab Emirates",,3207
2010,"Côte d'Ivoire","import","USA",,7844
2010,"Côte d'Ivoire","import","Areas, nes",,7534
2010,"Jamaica","import","World",,2833747
2010,"Jamaica","import","Austria",,414682
2010,"Jamaica","import","Belgium",,23921
2010,"Jamaica","import","Canada",,60378
2010,"Jamaica","import","France",,27269
2010,"Jamaica","import","Italy",,75931
2010,"Jamaica","import","Netherlands",,580
2010,"Jamaica","import","Spain",,74491
2010,"Jamaica","import","United Kingdom",,147231
2010,"Jamaica","import","Free Zones",,2371
2010,"Jamaica","import","USA",,2006894
2010,"Japan","import","World",,293010112
2010,"Japan","import","Australia",,898514
2010,"Japan","import","Austria",,1879781
2010,"Japan","import","Belgium",,291148
2010,"Japan","import","Brazil",,20708
2010,"Japan","import","Canada",,378092
2010,"Japan","import","China",,296676
2010,"Japan","import","Czech Rep.",,145928
2010,"Japan","import","Denmark",,19806
2010,"Japan","import","Finland",,416744
2010,"Japan","import","France",,2141208
2010,"Japan","import","Germany",,4041571
2010,"Japan","import","China, Hong Kong SAR",,11228
2010,"Japan","import","Hungary",,89811
2010,"Japan","import","Italy",,3862428
2010,"Japan","import","Rep. of Korea",,428338
2010,"Japan","import","Malaysia",,7618
2010,"Japan","import","Mexico",,10497
2010,"Japan","import","Other Asia, nes",,715430
2010,"Japan","import","Norway",,144454
2010,"Japan","import","Poland",,1541586
2010,"Japan","import","Portugal",,48418
2010,"Japan","import","Spain",,1221792
2010,"Japan","import","Sweden",,1908290
2010,"Japan","import","Switzerland",,941826
2010,"Japan","import","United Kingdom",,3882554
2010,"Japan","import","USA",,267665667
2010,"Kenya","import","World",,1653217
2010,"Kenya","import","Austria",,17504
2010,"Kenya","import","Brazil",,661989
2010,"Kenya","import","Canada",,7019
2010,"Kenya","import","China",,55563
2010,"Kenya","import","Croatia",,8605
2010,"Kenya","import","Czech Rep.",,208601
2010,"Kenya","import","France",,760
2010,"Kenya","import","Germany",,195
2010,"Kenya","import","Italy",,43210
2010,"Kenya","import","Netherlands",,5810
2010,"Kenya","import","Russian Federation",,5532
2010,"Kenya","import","Saudi Arabia",,2030
2010,"Kenya","import","India",,7048
2010,"Kenya","import","South Africa",,11554
2010,"Kenya","import","Spain",,168
2010,"Kenya","import","Switzerland",,1458
2010,"Kenya","import","United Arab Emirates",,436
2010,"Kenya","import","Turkey",,5723
2010,"Kenya","import","United Kingdom",,273055
2010,"Kenya","import","USA",,336957
2010,"Rep. of Korea","import","World",,478524018
2010,"Rep. of Korea","import","Australia",,119946
2010,"Rep. of Korea","import","Austria",,609362
2010,"Rep. of Korea","import","Belgium",,2833365
2010,"Rep. of Korea","import","Brazil",,431
2010,"Rep. of Korea","import","Canada",,1200233
2010,"Rep. of Korea","import","China",,913248
2010,"Rep. of Korea","import","Czech Rep.",,325
2010,"Rep. of Korea","import","Denmark",,5265
2010,"Rep. of Korea","import","Finland",,1167520
2010,"Rep. of Korea","import","France",,2426296
2010,"Rep. of Korea","import","Georgia",,444
2010,"Rep. of Korea","import","Germany",,74063552
2010,"Rep. of Korea","import","China, Hong Kong SAR",,30935
2010,"Rep. of Korea","import","Hungary",,780
2010,"Rep. of Korea","import","Israel",,2523681
2010,"Rep. of Korea","import","Italy",,2461522
2010,"Rep. of Korea","import","Japan",,72921
2010,"Rep. of Korea","import","Mexico",,147
2010,"Rep. of Korea","import","Other Asia, nes",,153601
2010,"Rep. of Korea","import","Morocco",,275
2010,"Rep. of Korea","import","Oman",,3734
2010,"Rep. of Korea","import","Netherlands",,2165234
2010,"Rep. of Korea","import","Pakistan",,114
2010,"Rep. of Korea","import","Philippines",,66
2010,"Rep. of Korea","import","Portugal",,42995
2010,"Rep. of Korea","import","Russian Federation",,14796
2010,"Rep. of Korea","import","Saudi Arabia",,455
2010,"Rep. of Korea","import","India",,660
2010,"Rep. of Korea","import","Singapore",,226032
2010,"Rep. of Korea","import","Slovakia",,143645
2010,"Rep. of Korea","import","Spain",,79905
2010,"Rep. of Korea","import","Switzerland",,1283080
2010,"Rep. of Korea","import","United Arab Emirates",,2245
2010,"Rep. of Korea","import","Turkey",,256022
2010,"Rep. of Korea","import","Ukraine",,70840
2010,"Rep. of Korea","import","United Kingdom",,2404446
2010,"Rep. of Korea","import","USA",,383245767
2010,"Rep. of Korea","import","Uzbekistan",,133
2010,"Lebanon","import","World",,24582717
2010,"Lebanon","import","Belgium",,730091
2010,"Lebanon","import","Brazil",,194727
2010,"Lebanon","import","Bulgaria",,5408
2010,"Lebanon","import","Canada",,1917
2010,"Lebanon","import","China",,523838
2010,"Lebanon","import","Cyprus",,96606
2010,"Lebanon","import","Czech Rep.",,204999
2010,"Lebanon","import","France",,1705053
2010,"Lebanon","import","Germany",,178860
2010,"Lebanon","import","Hungary",,468
2010,"Lebanon","import","Italy",,6242285
2010,"Lebanon","import","Japan",,403480
2010,"Lebanon","import","Other Asia, nes",,7274
2010,"Lebanon","import","Portugal",,429168
2010,"Lebanon","import","Russian Federation",,4057847
2010,"Lebanon","import","Serbia",,26202
2010,"Lebanon","import","Slovenia",,976
2010,"Lebanon","import","Spain",,1467103
2010,"Lebanon","import","Sweden",,25229
2010,"Lebanon","import","Turkey",,6594426
2010,"Lebanon","import","United Kingdom",,65273
2010,"Lebanon","import","USA",,1618834
2010,"Lebanon","import","Yemen",,2653
2010,"Latvia","import","World",,14912362
2010,"Latvia","import","Austria",,404837
2010,"Latvia","import","Belgium",,285787
2010,"Latvia","import","Brazil",,54565
2010,"Latvia","import","Canada",,73153
2010,"Latvia","import","China",,173
2010,"Latvia","import","Czech Rep.",,191648
2010,"Latvia","import","Denmark",,9129
2010,"Latvia","import","Estonia",,124880
2010,"Latvia","import","Finland",,441387
2010,"Latvia","import","France",,788132
2010,"Latvia","import","Germany",,5815866
2010,"Latvia","import","China, Hong Kong SAR",,5591
2010,"Latvia","import","Hungary",,94015
2010,"Latvia","import","Israel",,1499636
2010,"Latvia","import","Italy",,752388
2010,"Latvia","import","Lithuania",,548007
2010,"Latvia","import","Luxembourg",,1035946
2010,"Latvia","import","Netherlands",,11033
2010,"Latvia","import","Norway",,4358
2010,"Latvia","import","Poland",,541
2010,"Latvia","import","Russian Federation",,30386
2010,"Latvia","import","India",,158
2010,"Latvia","import","Spain",,740108
2010,"Latvia","import","Sweden",,1212235
2010,"Latvia","import","Switzerland",,5118
2010,"Latvia","import","Turkey",,92985
2010,"Latvia","import","United Kingdom",,9881
2010,"Latvia","import","USA",,680417
2010,"Libya","import","World",,49919
2010,"Libya","import","Germany",,41176
2010,"Libya","import","Italy",,8743
2010,"Lithuania","import","World",,4650304
2010,"Lithuania","import","Austria",,53566
2010,"Lithuania","import","Belgium",,21463
2010,"Lithuania","import","Bosnia Herzegovina",,13069
